,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume,volume
symbol,ADM,AGCO,ALCO,ANDE,BG,BGS,BRFS,CAG,CALM,CF,CVGW,DAR,DE,FDP,FLO,HAIN,HRL,INGR,JBSAY,JJSF,JVA,KHC,LANC,LNN,MDLZ,MKC,MOS,PFGC,POST,PPC,SEB,SENEA,SMG,STKL,SYY,THS,TSCO,TSN,UL,UNFI,WW,ADM,AGCO,ALCO,ANDE,BG,BGS,BRFS,CAG,CALM,CF,CVGW,DAR,DE,FDP,FLO,HAIN,HRL,INGR,JBSAY,JJSF,JVA,KHC,LANC,LNN,MDLZ,MKC,MOS,PFGC,POST,PPC,SEB,SENEA,SMG,STKL,SYY,THS,TSCO,TSN,UL,UNFI,WW
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,39.77,70.9,32.3,32.2,66.42,38.9,12.15,37.2,49.65,36.85,76.45,17.54,148.44,48.99,20.03,41.58,35.99,139.75,4.82,151.29,4.06,81.09,132.65,95.05,42.94,102.12,24.39,29.7,79.54,36.21,4315.69,34.6,98.38,7.7,57.7,45.78,69.36,82.02,56.68,46.75,42.95,2094116.0,536750.0,7688.0,177664.0,1272980.0,1546407.0,1880315.0,4073314.0,350810.0,2799877.0,157915.0,1411325.0,2413518.0,245595.0,1774367.0,1245105.0,4654905.0,458031.0,113595.0,95108.0,13872.0,4044759.0,88485.0,110284.0,8954841.0,1156399.0,5531654.0,1088822.0,825351.0,869332.0,88.0,5905.0,367901.0,109175.0,3521669.0,894381.0,3240764.0,2578096.0,1494308.0,1444749.0,744062.0
2017-11-30,39.88,70.78,32.05,32.3,66.91,38.7,11.79,37.33,49.75,37.47,76.4,17.95,149.86,48.7,19.98,41.1,36.45,138.48,4.87,151.11,4.01,81.37,133.28,93.83,42.94,102.18,24.29,29.65,79.45,36.67,4325.04,34.35,98.9,7.9,57.73,46.02,68.24,82.25,56.48,48.02,44.07,5802978.0,1156410.0,5991.0,128463.0,1937984.0,878767.0,3526082.0,4501910.0,512855.0,2683645.0,84961.0,1250738.0,3416222.0,231432.0,1485804.0,2878624.0,4573213.0,685485.0,119619.0,61393.0,28390.0,4404524.0,106076.0,113531.0,9419211.0,1551896.0,6543359.0,1090328.0,570659.0,845444.0,155.0,20961.0,468040.0,208794.0,4419991.0,896917.0,2428413.0,3938566.0,931351.0,1448257.0,804083.0
2018-06-01,43.82,64.34,31.5,33.55,69.89,28.3,6.26,36.94,46.8,40.47,89.5,18.66,153.39,44.66,19.82,25.9,35.79,111.05,4.85,143.05,4.26,57.65,125.72,100.24,39.56,100.51,27.66,35.7,77.69,19.47,4072.0,26.8,82.5,8.15,65.41,48.61,75.13,68.09,55.37,46.34,77.84,4260973.0,572242.0,3860.0,175184.0,915654.0,1005225.0,8064437.0,1619576.0,372960.0,2212012.0,212472.0,745312.0,2655932.0,99981.0,1852798.0,970090.0,2327898.0,332237.0,48748.0,79530.0,11277.0,4745573.0,156879.0,75875.0,9289048.0,1131532.0,3481030.0,384745.0,377936.0,1178838.0,171.0,34743.0,1575983.0,201602.0,1796783.0,726670.0,1606965.0,2213993.0,631042.0,492022.0,1523134.0
2018-06-04,44.09,63.51,31.25,32.95,69.99,28.5,6.55,37.58,46.4,40.57,88.6,18.73,151.54,44.72,20.09,26.96,36.19,111.28,4.78,145.84,4.26,58.42,127.28,100.28,39.78,101.23,27.46,36.05,79.47,19.39,3990.1,26.9,82.41,7.9,65.74,49.46,75.53,68.6,55.63,46.46,79.55,2341608.0,716633.0,2508.0,160100.0,976024.0,872425.0,2775677.0,2363196.0,385110.0,1822489.0,190061.0,1104578.0,1736967.0,112146.0,1357151.0,1997036.0,1531527.0,350754.0,184526.0,84274.0,8010.0,3626342.0,136595.0,51105.0,7070689.0,772164.0,2347698.0,517486.0,568073.0,1027207.0,328.0,32385.0,780732.0,184747.0,1911193.0,701066.0,2328496.0,1611884.0,496374.0,429626.0,1142438.0
2018-06-05,44.23,63.86,31.2,33.05,70.44,28.1,6.49,37.37,49.6,41.34,89.5,18.7,154.45,44.8,20.53,26.96,36.21,111.7,4.51,147.45,4.25,57.92,128.15,101.03,39.26,100.84,27.87,36.35,79.7,19.66,3954.66,27.9,83.15,7.9,65.83,48.51,75.83,69.11,55.73,46.83,85.93,3906781.0,932605.0,4060.0,92928.0,1387491.0,645153.0,7641010.0,2325297.0,897153.0,4019090.0,270041.0,1034148.0,1872184.0,123340.0,1552814.0,1894243.0,1453526.0,294515.0,141553.0,65476.0,7930.0,4920252.0,75041.0,92979.0,8095974.0,882372.0,3059516.0,411270.0,819749.0,1071140.0,1284.0,54324.0,601536.0,137491.0,2693666.0,490743.0,2035059.0,2289962.0,828009.0,405106.0,3007991.0
2018-06-06,44.79,65.61,30.95,33.4,70.07,28.05,6.28,37.05,48.4,42.56,88.65,18.78,158.55,45.0,20.16,27.14,35.66,111.08,4.55,146.16,4.21,57.92,129.01,101.21,39.49,101.2,29.08,35.9,78.76,19.47,3955.02,26.95,84.7,7.8,65.78,48.17,76.77,68.2,55.19,46.18,87.86,5713126.0,507375.0,7900.0,103632.0,1348874.0,859420.0,2820319.0,2559416.0,244723.0,2597578.0,293434.0,780177.0,2468089.0,206545.0,1484750.0,1303038.0,2048313.0,428614.0,36444.0,53421.0,12960.0,4826824.0,85633.0,71112.0,7962924.0,1073501.0,5210211.0,661981.0,522433.0,1019328.0,442.0,28931.0,1254616.0,191349.0,1511916.0,356623.0,2110465.0,2185318.0,816778.0,928235.0,1453369.0
2018-06-07,44.69,63.92,30.4,33.6,69.1,28.65,5.96,37.18,48.5,42.89,84.0,18.92,158.65,43.43,20.26,27.66,35.97,111.17,4.33,146.17,4.99,57.67,128.84,100.96,39.32,101.05,29.3,35.2,80.04,19.95,3898.99,27.05,85.72,7.85,65.76,48.75,76.78,69.71,54.9,39.58,86.01,3709689.0,1239812.0,5242.0,81415.0,2790270.0,1128009.0,4323962.0,2607627.0,184238.0,2031472.0,464038.0,399897.0,2192306.0,300391.0,1932697.0,1964186.0,2493668.0,442369.0,245404.0,48654.0,792707.0,4501767.0,56348.0,76211.0,5882493.0,995439.0,5431550.0,774301.0,1004843.0,1387892.0,554.0,19389.0,710554.0,123019.0,1685373.0,441886.0,1529350.0,2245504.0,875237.0,3959029.0,1477349.0
2018-06-08,44.85,63.68,30.35,33.9,69.17,29.4,5.87,37.74,49.35,43.18,85.1,18.99,157.12,43.48,20.79,28.3,36.21,111.96,4.7,147.28,5.0,58.47,130.45,100.97,39.78,103.48,29.46,35.3,82.0,20.27,3811.5,27.05,87.04,8.05,66.15,49.61,76.58,70.75,55.46,39.85,85.35,2307482.0,719079.0,4068.0,92110.0,1064174.0,944303.0,3054868.0,1623046.0,219661.0,3296257.0,234845.0,526519.0,1390337.0,139903.0,1690006.0,1401021.0,1682735.0,365823.0,213981.0,88922.0,132871.0,4266701.0,85421.0,44033.0,7717307.0,1085637.0,3753691.0,479566.0,682603.0,866913.0,446.0,18518.0,999288.0,217762.0,1546444.0,579489.0,1880696.0,1785338.0,721909.0,1654214.0,837012.0
2018-06-11,45.51,63.68,30.55,33.65,69.69,29.85,5.82,37.66,49.75,43.07,83.85,19.0,156.68,43.96,20.97,28.8,36.61,113.02,4.75,147.77,5.35,59.88,132.23,101.18,40.23,105.17,29.44,35.05,84.29,20.51,3766.0,27.25,86.85,8.35,66.41,50.43,75.92,71.99,55.63,41.01,86.9,3190835.0,357367.0,4059.0,107468.0,981753.0,764233.0,1658488.0,2810426.0,158923.0,2822010.0,221240.0,807667.0,1925126.0,151789.0,977245.0,1869195.0,2182509.0,282503.0,14337.0,74032.0,266065.0,5252022.0,69245.0,58593.0,6848491.0,1296000.0,3389460.0,342105.0,866594.0,1176326.0,700.0,12104.0,822975.0,184578.0,2476439.0,423367.0,1926138.0,1917666.0,662242.0,991860.0,810367.0
2018-06-12,45.1,64.05,30.3,33.4,69.69,30.0,5.66,37.7,49.3,43.55,84.9,18.94,157.59,43.73,21.09,28.67,36.36,113.06,4.65,148.7,5.52,60.12,132.08,100.86,40.43,105.18,29.47,35.75,85.05,20.44,3750.0,27.2,86.81,8.55,66.22,52.18,75.78,71.48,55.77,40.32,91.74,2445998.0,395780.0,6369.0,172487.0,736556.0,873993.0,4593870.0,4245760.0,192234.0,2613997.0,277569.0,552441.0,2548888.0,118208.0,924022.0,950389.0,2940877.0,505620.0,67008.0,56788.0,99155.0,4309335.0,67519.0,125342.0,8043389.0,692442.0,3294769.0,730209.0,824594.0,942561.0,869.0,17007.0,738798.0,2265011.0,3182695.0,900368.0,1670029.0,1404550.0,578572.0,586514.0,2786779.0
2018-06-13,45.28,62.43,30.5,34.1,70.99,30.1,5.32,37.95,50.5,44.31,88.25,19.07,153.34,43.83,20.37,28.35,36.11,112.5,4.72,149.32,5.61,60.1,131.27,101.04,40.14,104.72,29.68,35.3,84.53,20.7,3878.36,26.95,85.68,8.3,65.89,51.86,75.22,70.44,55.23,40.5,94.17,2922441.0,701336.0,4305.0,99865.0,3965135.0,808048.0,4183072.0,2063737.0,421305.0,3118889.0,178381.0,642577.0,2386119.0,139723.0,2254683.0,1498595.0,2524504.0,308254.0,13855.0,55678.0,53992.0,3477913.0,68972.0,42619.0,9251501.0,718812.0,4198924.0,504154.0,780101.0,1772798.0,698.0,48415.0,1049969.0,304826.0,2437939.0,579383.0,1789786.0,2101417.0,1139806.0,439789.0,1804949.0
2018-06-14,45.24,61.69,30.45,34.45,70.55,29.6,5.55,38.2,50.65,44.92,91.45,19.19,150.18,43.85,20.28,28.12,36.11,113.13,4.59,151.02,5.7,60.67,132.66,101.46,40.4,105.86,29.48,35.65,84.95,20.66,3945.0,28.65,85.85,8.35,66.48,52.26,74.32,70.99,53.63,40.92,95.62,3158956.0,909838.0,2078.0,77896.0,1773163.0,1126191.0,2807722.0,1782788.0,270259.0,3474293.0,224313.0,712743.0,3072074.0,124492.0,1675992.0,1423661.0,2197580.0,349565.0,12731.0,62719.0,64326.0,3572735.0,86562.0,52395.0,7167770.0,829451.0,3718758.0,394140.0,484066.0,1152843.0,468.0,52738.0,567018.0,137633.0,2510937.0,488859.0,2108382.0,1624578.0,1427129.0,632740.0,1394841.0
2018-06-15,46.03,62.34,30.3,35.2,70.08,29.95,5.44,38.5,50.75,44.58,91.6,19.49,148.75,44.32,20.55,28.46,36.44,114.84,4.79,151.72,5.67,61.61,135.11,99.7,40.82,106.4,28.98,36.2,84.48,21.24,4029.74,28.0,86.55,8.3,66.89,52.67,74.4,71.81,54.28,40.55,96.39,7740376.0,1316357.0,22480.0,230059.0,2487629.0,1519399.0,3810022.0,5902621.0,384976.0,5347159.0,181238.0,1541131.0,5991018.0,333638.0,2332483.0,1248602.0,3093340.0,746946.0,38070.0,106334.0,56451.0,7616366.0,151198.0,191862.0,13370643.0,1338311.0,5945955.0,568547.0,1160600.0,2017877.0,802.0,49722.0,995864.0,225126.0,3679974.0,802899.0,2377828.0,3422342.0,898120.0,629172.0,1488436.0
2018-06-18,46.19,62.64,30.7,35.25,71.08,30.1,5.35,37.94,50.65,45.95,91.3,19.73,147.79,44.26,20.68,28.83,35.67,114.44,4.68,151.67,5.73,60.87,134.68,101.36,40.18,105.55,29.25,36.6,83.61,19.83,4050.0,27.45,86.04,8.4,66.75,52.04,75.61,71.0,53.6,40.49,100.37,3561269.0,617439.0,2257.0,90663.0,1392128.0,1372439.0,1577391.0,2458345.0,200849.0,3374488.0,76444.0,1483160.0,2947186.0,183605.0,1304503.0,1377813.0,2399099.0,423907.0,191100.0,58567.0,38397.0,4491278.0,68055.0,52753.0,8244800.0,729676.0,2743650.0,616875.0,577260.0,3200709.0,399.0,27028.0,808877.0,221041.0,2032252.0,634338.0,1528931.0,1307757.0,711997.0,498983.0,2205619.0
2018-06-19,46.07,60.71,31.65,34.75,71.86,30.4,5.38,38.3,50.6,45.2,92.5,19.79,142.28,44.78,21.01,29.46,35.71,115.25,4.83,153.13,5.48,62.14,135.72,97.68,40.34,105.75,28.31,36.95,85.57,20.37,4036.27,27.55,82.61,8.35,66.9,53.37,75.61,70.8,53.51,41.3,100.36,3737707.0,890789.0,8283.0,92560.0,2334654.0,844875.0,2078135.0,3071109.0,268269.0,4574193.0,133929.0,881666.0,3752538.0,326449.0,1561787.0,1776303.0,2739511.0,424694.0,791035.0,60968.0,58651.0,5974347.0,77778.0,99414.0,8610166.0,911814.0,4907526.0,628697.0,521417.0,1518651.0,608.0,32589.0,1304182.0,157725.0,1129634.0,764966.0,1010711.0,1954637.0,899415.0,485065.0,1452774.0
2018-06-20,46.17,61.39,32.0,35.15,70.27,31.3,5.21,38.45,51.4,44.58,94.5,19.91,144.35,44.57,21.01,28.63,35.59,115.79,4.71,153.4,5.52,63.04,135.91,98.8,40.76,105.81,27.79,37.15,86.46,20.23,3953.41,27.55,79.74,8.35,67.42,53.84,76.82,70.13,54.01,41.77,103.09,2455452.0,453300.0,13266.0,72596.0,1868901.0,1335122.0,2299455.0,1856463.0,314130.0,1817428.0,111065.0,804972.0,2609613.0,204397.0,816139.0,1714083.0,2747753.0,365414.0,12367.0,62482.0,17082.0,6027638.0,57458.0,51268.0,8344342.0,850382.0,2936381.0,586148.0,687579.0,766646.0,706.0,17194.0,1593164.0,259448.0,1312901.0,549098.0,1157482.0,2452913.0,875632.0,351841.0,2301064.0
2018-06-21,46.0,60.49,32.3,34.85,71.05,31.55,5.12,38.28,50.93,44.91,93.45,19.7,142.01,44.61,20.36,29.18,35.67,114.3,4.89,153.94,5.58,62.57,135.31,97.73,40.74,105.07,28.38,37.0,85.72,19.95,3930.0,27.35,81.48,8.35,68.08,53.69,77.55,69.27,54.19,42.25,101.25,3685311.0,517841.0,7994.0,70668.0,1631003.0,1231711.0,1963588.0,3814006.0,255837.0,2833615.0,137010.0,714630.0,2784423.0,139861.0,1587515.0,1172480.0,1316060.0,334121.0,629169.0,76297.0,36920.0,4955968.0,56290.0,61186.0,8834619.0,713545.0,4208423.0,635433.0,549128.0,525844.0,187.0,30266.0,724199.0,195407.0,1797357.0,410020.0,1556869.0,1841864.0,1274903.0,754941.0,1491985.0
2018-06-22,46.53,60.73,32.1,35.0,71.52,32.15,5.21,38.55,51.35,45.3,95.0,19.89,143.17,44.32,20.33,29.74,36.27,109.67,4.86,154.88,5.65,63.21,138.25,97.88,41.3,106.09,28.88,37.45,86.29,19.65,4050.01,27.2,82.0,8.4,67.79,53.56,76.85,69.38,55.04,41.92,100.6,7975721.0,605911.0,23351.0,234224.0,1301258.0,1940690.0,2039047.0,2736476.0,874717.0,4103002.0,140124.0,1933721.0,2358407.0,405381.0,2017999.0,3716951.0,2735377.0,769490.0,615957.0,123071.0,43712.0,4247154.0,323796.0,116596.0,8878381.0,2350998.0,4157976.0,1184788.0,1200626.0,3670411.0,1310.0,84792.0,906938.0,272988.0,2291753.0,873587.0,2200974.0,2249683.0,1119724.0,921252.0,1712767.0
2018-06-25,46.26,60.1,31.8,34.65,71.25,33.0,5.01,38.94,51.0,43.99,96.3,19.82,139.65,44.78,20.46,29.89,36.64,109.55,4.93,154.78,5.46,63.32,140.3,95.99,41.45,106.86,28.13,36.95,87.61,19.82,4069.79,27.6,81.11,8.4,68.23,53.87,75.96,69.83,54.84,42.4,99.13,2174789.0,753084.0,4006.0,89245.0,1858870.0,1307252.0,4280892.0,3015098.0,303211.0,2567560.0,140157.0,997075.0,3705174.0,178036.0,1570019.0,1837246.0,2263143.0,591802.0,477831.0,99269.0,44937.0,4976504.0,75037.0,66795.0,8599095.0,986890.0,3159424.0,589147.0,787372.0,1516989.0,357.0,13984.0,432713.0,215279.0,2164075.0,476610.0,1370877.0,1524177.0,1459143.0,463017.0,1144288.0
2018-06-26,46.23,60.31,32.25,34.7,70.92,32.5,4.91,38.23,51.55,44.1,95.55,20.35,139.65,45.03,20.69,28.96,37.06,109.54,4.86,157.01,5.65,63.21,140.35,95.79,41.18,106.54,28.05,37.8,87.51,20.34,4069.79,28.3,81.34,8.35,68.21,53.71,76.89,70.47,54.71,42.91,101.76,2419285.0,453167.0,7706.0,155054.0,1385122.0,1599667.0,2774228.0,7604813.0,347020.0,1605858.0,129964.0,1358612.0,1832452.0,125548.0,1016822.0,1183324.0,3072410.0,622675.0,164479.0,77510.0,19243.0,4190412.0,90444.0,62601.0,4978207.0,1060386.0,3466025.0,1034414.0,658441.0,1566463.0,410.0,12482.0,296062.0,187052.0,1197301.0,686903.0,1064558.0,2159817.0,1278660.0,617326.0,1412297.0
2018-06-27,46.27,60.0,32.4,34.25,70.07,32.45,4.71,35.45,51.55,43.82,93.7,19.92,139.38,44.52,20.63,29.48,36.8,111.67,4.66,154.31,5.74,62.69,137.89,94.36,40.99,105.93,28.07,37.25,85.78,20.06,4064.03,27.35,81.13,8.25,68.06,53.22,77.86,69.28,54.51,43.49,98.75,3368940.0,453425.0,10270.0,68523.0,1374562.0,1520886.0,2751623.0,34360167.0,293015.0,2074248.0,150532.0,906149.0,2433677.0,148995.0,1041191.0,1092155.0,3379587.0,713867.0,88156.0,62484.0,12102.0,3250094.0,77477.0,99504.0,6409192.0,1207485.0,4118634.0,1214933.0,736839.0,623244.0,582.0,12436.0,372072.0,174821.0,1492085.0,848004.0,1597264.0,1857495.0,1700724.0,746598.0,1023426.0
2018-06-28,46.19,60.49,32.0,34.1,69.6,31.65,4.68,35.83,46.5,44.29,95.1,19.9,139.42,44.61,20.99,29.82,37.24,111.6,4.57,153.38,5.7,62.65,138.99,98.21,40.9,114.83,28.31,37.15,86.42,20.28,3994.88,26.95,82.43,8.3,68.35,53.18,77.95,69.26,54.59,43.09,99.04,3425438.0,655582.0,4122.0,51490.0,1194548.0,1195665.0,1515277.0,17102320.0,968520.0,3690150.0,108199.0,894289.0,1619912.0,115440.0,1093659.0,1740776.0,3475868.0,387074.0,38685.0,79544.0,10257.0,3688044.0,78973.0,298597.0,5503494.0,4155844.0,3557750.0,606051.0,536548.0,871860.0,413.0,11370.0,481953.0,123164.0,2004752.0,610106.0,1152493.0,1728026.0,639237.0,387817.0,933299.0
2018-06-29,45.83,60.72,31.7,34.2,69.71,29.9,4.68,35.73,45.85,44.4,96.15,19.88,139.8,44.55,20.83,29.8,37.21,110.7,4.7,152.47,5.4,62.82,138.42,96.99,41.0,116.09,28.05,36.7,86.02,20.13,3962.74,27.0,83.16,8.4,68.29,52.51,76.49,68.85,55.28,42.66,101.1,3162940.0,599293.0,5393.0,75125.0,1097595.0,1325698.0,4538436.0,9320975.0,342049.0,2382583.0,169690.0,855419.0,1917684.0,192757.0,856520.0,1158445.0,2772656.0,684905.0,30608.0,78979.0,27352.0,3812514.0,167697.0,181233.0,8390957.0,2113642.0,3924951.0,786952.0,889031.0,901856.0,470.0,17690.0,616850.0,204718.0,2008903.0,918729.0,1258551.0,2716318.0,902006.0,454514.0,1494483.0
2018-07-02,45.23,60.59,31.5,34.55,69.33,30.9,5.23,35.03,46.35,43.4,97.1,19.7,141.16,44.33,20.5,29.61,36.59,109.19,4.65,152.92,5.49,62.09,139.81,97.98,40.86,115.68,27.79,36.55,84.85,19.51,3940.0,28.3,83.48,8.4,67.96,52.34,75.74,66.42,54.54,42.58,100.99,3800114.0,386409.0,2912.0,70435.0,1032277.0,1230052.0,6305744.0,7153940.0,278505.0,3049106.0,168450.0,952753.0,1867620.0,100225.0,1201341.0,1112380.0,3334917.0,411554.0,13265.0,100388.0,22977.0,3666571.0,93499.0,160868.0,4713654.0,1586894.0,2892242.0,828020.0,710245.0,757890.0,288.0,32442.0,307977.0,136410.0,1578734.0,389798.0,1233257.0,3067811.0,602686.0,305137.0,873623.0
2018-07-03,45.66,60.38,31.1,34.35,68.0,31.5,5.41,34.64,45.95,44.26,96.85,19.62,140.24,44.31,20.69,30.0,36.82,109.74,4.75,153.32,5.64,62.64,139.95,99.1,40.81,115.31,27.62,36.9,85.42,19.6,3937.0,28.75,83.75,8.65,68.54,52.77,76.13,66.83,55.4,42.87,101.09,1507954.0,210486.0,2181.0,61000.0,1912796.0,416407.0,1893270.0,2955223.0,137266.0,1362975.0,53484.0,310912.0,1582103.0,65031.0,450401.0,530714.0,1419164.0,257135.0,8813.0,55547.0,16782.0,1673997.0,41638.0,97919.0,2751074.0,946002.0,2184944.0,220340.0,335583.0,598134.0,160.0,50978.0,187338.0,150061.0,851831.0,388214.0,655636.0,1544919.0,690247.0,210354.0,398779.0
2018-07-05,46.34,60.62,31.35,35.05,69.4,32.95,5.51,35.92,46.25,43.05,97.85,19.88,139.7,44.71,21.32,30.28,37.07,111.95,4.803,155.81,5.61,63.95,143.26,100.07,41.86,118.12,27.8,37.65,87.27,20.34,3940.06,29.5,84.83,8.95,69.36,53.42,77.08,67.29,55.79,42.66,102.01,2556103.0,652566.0,26664.0,79218.0,2264249.0,1083379.0,3481976.0,7841322.0,402825.0,3234566.0,90088.0,961937.0,3014905.0,109079.0,1068833.0,803275.0,2382684.0,495361.0,32502.0,199370.0,17579.0,2834472.0,81453.0,107325.0,7419116.0,1640843.0,2649239.0,362227.0,696967.0,1161039.0,481.0,19482.0,267970.0,292932.0,1667371.0,649648.0,1301893.0,1653663.0,589723.0,513266.0,904048.0
2018-07-06,46.71,60.93,31.75,35.6,69.78,32.35,5.98,35.73,47.05,42.88,97.8,19.91,139.98,45.01,21.32,30.64,37.15,111.84,4.7,158.43,5.63,64.43,143.22,100.52,42.35,119.38,28.12,37.45,87.42,20.33,3959.97,29.45,85.68,8.9,69.38,53.9,76.72,67.01,55.7,42.7,102.42,2340973.0,659570.0,4552.0,53810.0,1191604.0,1097006.0,4731675.0,3973793.0,393375.0,2979140.0,98865.0,557810.0,2101616.0,133294.0,668905.0,550147.0,1887709.0,289734.0,18117.0,127431.0,30177.0,3329977.0,52943.0,68036.0,8891255.0,1291746.0,1937817.0,402476.0,553341.0,580264.0,223.0,24454.0,323105.0,208186.0,1750752.0,605195.0,1194785.0,1952460.0,613031.0,622645.0,1014675.0
2018-07-09,47.27,63.14,32.2,35.5,69.46,31.65,6.24,36.44,47.5,43.6,96.3,20.09,144.42,44.91,20.58,30.83,37.15,111.74,4.76,154.53,5.13,63.97,141.36,101.96,42.17,119.68,28.36,36.95,86.48,20.16,3980.0,28.75,87.15,8.8,69.33,53.04,77.57,66.63,55.59,43.0,97.82,3410299.0,469800.0,3600.0,51030.0,1030091.0,695955.0,5341286.0,7667466.0,291376.0,2169044.0,134971.0,565456.0,2149840.0,90780.0,1580917.0,928127.0,1853955.0,509000.0,18213.0,97661.0,63440.0,3079892.0,85183.0,56839.0,3967595.0,1152384.0,2109817.0,396218.0,533354.0,1019535.0,139.0,16027.0,321197.0,380539.0,1695118.0,1051612.0,1381268.0,3909372.0,785603.0,352605.0,1560924.0
2018-07-10,47.94,62.66,31.15,35.8,70.2,31.4,6.11,36.62,46.95,43.64,95.55,20.08,144.55,44.7,20.47,30.96,37.33,113.2,5.08,156.27,5.08,64.0,143.62,100.08,42.08,117.92,28.93,37.35,86.71,19.76,3926.32,28.8,87.38,8.8,69.65,52.82,77.72,66.67,55.91,43.08,94.83,3420848.0,567539.0,16324.0,70230.0,1227025.0,642348.0,3314234.0,7177435.0,246898.0,2721376.0,82929.0,578820.0,1531899.0,113647.0,657193.0,918302.0,1638863.0,338768.0,197405.0,73893.0,34519.0,3112931.0,98497.0,102189.0,4697551.0,1031888.0,3599517.0,471252.0,428607.0,1444418.0,120.0,19749.0,297786.0,509925.0,1422363.0,425344.0,826513.0,2551937.0,652707.0,270988.0,2117011.0
2018-07-11,47.85,60.23,31.5,35.55,69.76,31.0,5.9,36.54,46.65,42.56,95.9,19.86,141.42,44.55,20.53,30.49,37.52,111.01,4.87,155.05,5.15,63.74,143.81,97.2,42.25,118.31,28.0,36.9,86.87,19.31,3977.08,28.75,86.31,8.75,69.4,52.5,77.38,66.0,55.0,42.61,94.19,2556071.0,745494.0,5876.0,59665.0,1198585.0,946122.0,4082800.0,4752309.0,270305.0,3550290.0,69849.0,488733.0,2396584.0,64156.0,768850.0,2763866.0,1892339.0,391493.0,4218.0,64701.0,35937.0,2520903.0,96411.0,159818.0,4315403.0,834141.0,3933687.0,364238.0,406477.0,960702.0,270.0,27822.0,264677.0,102365.0,1769782.0,407425.0,560307.0,1484773.0,625832.0,307109.0,1423140.0
2018-07-12,47.9,60.05,32.1,35.4,68.85,30.4,5.99,36.06,46.25,43.12,95.25,20.04,140.8,44.35,20.51,29.76,37.56,110.77,4.85,156.0,5.39,63.64,142.83,94.92,42.45,118.04,28.25,37.2,87.29,18.99,3896.5,28.35,85.92,8.6,69.84,52.84,77.28,65.96,55.24,42.78,93.46,2706309.0,764804.0,3143.0,53242.0,1154875.0,1140152.0,2283355.0,4279088.0,142016.0,2833778.0,77593.0,341863.0,1681735.0,50975.0,808342.0,1156621.0,1752103.0,321777.0,10855.0,72010.0,20379.0,2659873.0,78945.0,162533.0,5232651.0,612434.0,2373964.0,361172.0,349552.0,1226889.0,373.0,9741.0,323048.0,163646.0,1348132.0,412609.0,833136.0,1968492.0,661367.0,326164.0,1041174.0
2018-07-13,47.57,60.38,32.7,35.45,68.47,30.05,5.98,36.07,45.7,42.31,95.2,19.82,137.58,44.11,20.65,30.02,37.58,99.46,4.79,156.41,5.39,63.85,142.3,93.86,42.83,119.14,28.15,37.45,87.75,18.73,3785.07,27.55,85.09,8.45,70.74,52.94,78.24,66.3,55.54,43.8,92.03,2402809.0,822481.0,5897.0,36916.0,1187908.0,757899.0,1664313.0,3961935.0,247759.0,2997744.0,53370.0,332605.0,5113975.0,57422.0,1451988.0,1121178.0,1526010.0,3024400.0,7213.0,42859.0,21990.0,3997874.0,63924.0,156391.0,4422872.0,543243.0,1746888.0,351748.0,254101.0,1248117.0,486.0,11429.0,344933.0,139159.0,1552008.0,413180.0,997143.0,1110427.0,475966.0,421292.0,1114802.0
2018-07-16,47.17,58.59,32.45,35.0,67.66,29.8,5.92,35.69,45.4,42.24,94.6,19.8,136.27,43.39,20.28,29.4,37.17,98.01,4.87,155.33,5.6,62.64,140.97,93.97,42.31,118.47,27.98,38.3,87.27,19.19,3824.93,27.65,83.59,8.45,70.49,52.01,78.42,65.86,55.44,43.94,90.75,3159155.0,740693.0,3782.0,70255.0,1119014.0,527960.0,2084014.0,2924686.0,201968.0,2755809.0,64327.0,695931.0,3726417.0,99758.0,1162906.0,1534598.0,2031300.0,733214.0,35497.0,59584.0,18066.0,4164898.0,54057.0,118830.0,6823883.0,717200.0,2685592.0,734294.0,305552.0,1746274.0,703.0,19053.0,409129.0,121438.0,1894509.0,621048.0,1441373.0,1292311.0,432065.0,295187.0,1318444.0
